id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,partnership_requirements,other_requirements,summary,themes,relevance_score,relevance_category,relevance_explanation,deadline_status
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-6-2024-aviso-a-implementacao-do-projeto-1bilhete-pt,Aviso n.º 1/2025 – Apoio à Descarbonização e Digitalização do Setor do Táxi,Fundo para a Mobilidade e Transportes,2025-11-19,2025-10-31,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-6-2024-aviso-a-implementacao-do-projeto-1bilhete-pt/,https://www.imt-ip.pt/wp-content/uploads/2025/11/Aviso_N.o_1_2025_Apoio_a_Descarbonizacao_e_Digitalizacao_do_Setor_do_Taxi_v3.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Aviso n.º 1/2025 do Fundo para a Mobilidade e Transportes apoia a descarbonização e digitalização do setor do táxi, financiando a aquisição de veículos 100% elétricos, equipamentos de carregamento, taxímetros, impressoras e terminais de pagamento automático. O apoio destina-se a empresas titulares de alvará para a atividade de transporte em táxi.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo ultrapassado
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-3-2026-apoio-a-descarbonizacao-do-setor-do-taxi,Aviso n.º 3/2026 – Apoio à Descarbonização do Setor do Táxi,Fundo para a Mobilidade e Transportes,2026-08-02,2026-10-30,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-3-2026-apoio-a-descarbonizacao-do-setor-do-taxi/,https://www.imt-ip.pt/wp-content/uploads/2026/07/Aviso_N.o_3_2026_Apoio_a_Descarbonizacao_do_Setor_do_Taxis.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para a Mobilidade e Transportes apoia a descarbonização do setor do táxi, financiando a aquisição de veículos 100% elétricos (categoria M1), o abate de viaturas antigas e a instalação de equipamentos de carregamento. O aviso é dirigido a titulares de alvará para transporte em táxi no território nacional, sendo a dotação limitada e a seleção feita por ordem de submissão.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-4-2025-apoio-a-aquisicao-de-tacografos-digitais-2-g,Aviso n.º 4/2025 – Apoio à Aquisição de Tacógrafos Digitais de 2ª Geração,Fundo para a Mobilidade e Transportes,2025-10-02,2025-10-31,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-4-2025-apoio-a-aquisicao-de-tacografos-digitais-2-geracao/,https://www.imt-ip.pt/wp-content/uploads/2025/09/Aviso_4_2025_ApoioAquisicaoDeTacografosDigitaisDe_2a_Geracao_v2.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para a Mobilidade e Transportes disponibiliza apoio financeiro para a aquisição e instalação de tacógrafos digitais de 2ª geração em viaturas de empresas de transporte público de passageiros que possuam licença comunitária para operação internacional. O incentivo visa cumprir requisitos legais de modernização tecnológica, sendo elegíveis despesas ocorridas entre 2024 e outubro de 2025.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo ultrapassado
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-5-2025-apoio-a-aquisicao-de-contadores-automaticos-,Aviso n.º 5/2025 – Apoio à Aquisição de Contadores Automáticos de Modos Ativos de Transporte,Fundo para a Mobilidade e Transportes,2025-09-04,2025-10-31,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-5-2025-apoio-a-aquisicao-de-contadores-automaticos-de-modos-ativos-de-transporte/,https://www.imt-ip.pt/wp-content/uploads/2026/01/Aviso_5_2025_ApoioAquisicaoDeContadoresAutomaticosDeModosAtivosDeTransporte.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para a Mobilidade e Transportes apoia a aquisição de contadores automáticos de peões e bicicletas em municípios, freguesias, comunidades intermunicipais, empresas municipais e entidades regionais de turismo. Exclui o território das Áreas Metropolitanas do Porto e de Lisboa. O objetivo é recolher dados sobre modos ativos para a definição de políticas públicas eficazes.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo ultrapassado
pt2030-8072,Educação intercultural em contexto escolar,FAMI2030,2026-05-01,2026-06-30,"€4,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/educacao-intercultural-em-contexto-escolar/,"",Entidades públicas; Entidades privadas,A modalidade do aviso prevê parceria; confirmar os requisitos no aviso oficial.,FAMI · Norte | RAM | RAA | Alentejo | AML | Algarve | Centro,"Aviso Portugal 2030 para HSO9.2 - Migração legal e integração; FAMI; Norte | RAM | RAA | Alentejo | AML | Algarve | Centro. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,76,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo ultrapassado
pt2030-7905,Assistência Técnica (2027 a 2030),SUSTENTAVEL2030,2026-05-04,2026-07-31,"€20,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/assistencia-tecnica-2027-a-2030/,"",Entidades públicas,"",FC · Norte | Algarve | Alentejo | AML | Centro,"Aviso Portugal 2030 para TASO7.1 - Assistência técnica; FC; Norte | Algarve | Alentejo | AML | Centro. Consultar o plano oficial para confirmar condições, documentação e candidatura.",environment,76,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
lisboa2030-2024-20,Adaptação às Alterações Climáticas - ITI AML,LISBOA2030,2024-03-05,2026-12-31,"€700,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-20,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2F842a6c06-244c-4a64-aba8-742dba5dba2a%2F04dce71a-0fd0-4d43-b33e-47b8d24d5012,"","",LISBOA2030-2024-20,"O aviso Lisboa 2030 visa aumentar a capacidade adaptativa às alterações climáticas e reduzir a vulnerabilidade a riscos extremos e à subida das águas na região NUTS II de Lisboa. Privilegiam-se soluções baseadas na natureza, abrangendo planos de adaptação, sistemas de alerta, monitorização e ações materiais de arrefecimento urbano ou gestão hídrica.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2023-13,"Conservação da natureza, biodiversidade e património natural_ITI AML",LISBOA2030,2023-12-29,2026-12-31,"€800,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2023-13,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2F1adf4426-faa8-46c2-8db4-e05ce57974e6%2F1eb4a79d-573a-438a-a932-34d53d2cf534,"","",LISBOA2030-2023-13,"O programa Lisboa 2030 apoia a preservação, requalificação e valorização da estrutura ecológica metropolitana e a ecologização de espaços urbanos na região de Lisboa. O aviso visa promover a biodiversidade, o restauro ecológico e a melhoria dos serviços dos ecossistemas, contribuindo para a amenização climática e qualidade do ar através de infraestruturas verdes, corredores e hortas urbanas.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-19,Eficiência Energética para Edifícios da Administração Local,LISBOA2030,2024-03-05,2026-12-31,"€3,500,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-19,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2F11d02edb-bcff-4ad1-81e2-f65a8d1c0a91%2F7b45fda0-eede-4696-aa9e-886db90f23a9,"","",LISBOA2030-2024-19,"Aviso Lisboa 2030: Eficiência Energética para Edifícios da Administração Local. Consultar o aviso oficial para confirmar condições, documentação e candidatura.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-22,Mobilidade Sustentável - ITI AML,LISBOA2030,2024-03-06,2026-12-31,"€6,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-22,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2Fc53d2b18-c412-4410-a8d2-17501e195c3f%2F8486c11a-5263-4677-bc7f-c32181c674ac,"","",LISBOA2030-2024-22,"O aviso LISBOA2030-2024-22 apoia projetos de mobilidade urbana multimodal sustentável na região de Lisboa. O objetivo é reduzir a dependência do transporte individual, promover a descarbonização e melhorar a qualidade do ar através de soluções de transporte público, mobilidade ativa, sistemas de gestão de tráfego e logística urbana, focando-se em tecnologias inovadoras e intermodalidade.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-21,Proteção civil e gestão integrada de riscos- ITI AML,LISBOA2030,2024-03-06,2026-12-31,"€1,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-21,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2Faab48376-98ad-41ac-b56a-2b3a8719769b%2F0bb6a094-7916-4655-b3b7-3e1b7af919f2,"","",LISBOA2030-2024-21,"O programa Lisboa 2030 apoia ações de proteção civil e gestão de riscos para aumentar a resiliência a eventos climáticos extremos em contexto urbano. O aviso financia equipamentos de combate a incêndios, sistemas de prevenção e monitorização, visando mitigar vulnerabilidades territoriais na região NUTS II de Lisboa, no âmbito da ITI AML.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
eui-call-for-project-development-assistance-projects,Call for Project Development Assistance Projects,European Urban Initiative,,,"€6,000,000",European Urban Initiative,https://portico.urban-initiative.eu/urban-panorama/circular-cities-and-regions-initiative,https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/horizon/wp-call/2023-2024/wp-9-food-bioeconomy-natural-resources-agriculture-and-environment_horizon-2023-2024_en.pdf,"Local/regional authorities, utilities and services, industry, etc",Confirm partnership requirements in the official call.,Open · &nbsp; grant Funding support :&nbsp; EUR 6.00 million Find out more,"By Circular Cities and Regions Initiative Circular Cities and Regions Initiative’s project development assistance (CCRI-PDA) will  help selected project promoters to develop their circular economy proposals at local and regional scale by bringing together the technical, economic and legal expertise.   Local/regional authorities, utilities and services, industry, etc.",community_development; environment,70,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo por confirmar
pt2030-7931,Ações de sensibilização e campanhas,PESSOAS2030,2026-09-01,2026-12-31,"€2,165,523",Portugal 2030,https://portugal2030.pt/aviso-2024/acoes-de-sensibilizacao-e-campanhas/,"",Entidades públicas,"",FSE+ · Algarve | Norte | Centro | AML | Alentejo,"Aviso Portugal 2030 para ESO4.8 - Inclusão ativa e empregabilidade; FSE+; Algarve | Norte | Centro | AML | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7954,Formação Avançada,PESSOAS2030,2026-09-01,2026-12-31,"€40,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/formacao-avancada/,"",Entidades públicas,"",FSE+ · AML | Norte | Algarve | Centro | Alentejo,"Aviso Portugal 2030 para ESO4.6 - Sistemas de educação e formação inclusivos e de qualidade; FSE+; AML | Norte | Algarve | Centro | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7909,Tratamento em Estações de Tratamento de Águas Residuais (ETAR) para produção de Água para Reutilização (ApR),SUSTENTAVEL2030,2026-09-01,2027-09-30,"€30,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/tratamento-em-estacoes-de-tratamento-de-aguas-residuais-etar-para-producao-de-agua-para-reutilizacao-apr/,"",Entidades públicas,"",FC · Alentejo | AML | Centro | Algarve | Norte,"Aviso Portugal 2030 para RSO2.5 - Gestão sustentável da água; FC; Alentejo | AML | Centro | Algarve | Norte. Consultar o plano oficial para confirmar condições, documentação e candidatura.",environment,68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-8104,SIID - I&D Empresarial - Operações em Copromoção (Rede de Fornecedores Inovadores),COMPETE2030,2026-06-30,2026-09-30,"€1,800,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8104,"",Entidades públicas; Entidades privadas,"",FEDER · Alentejo | AML | Norte | Algarve | Centro,"Aviso Portugal 2030 para RSO1.1 - Promover a investigação e a inovação; FEDER; Alentejo | AML | Norte | Algarve | Centro. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-8058,Reinstalação e admissão por motivos humanitários 2023-2026,FAMI2030,2026-05-01,2026-06-30,"€4,662,000",Portugal 2030,https://portugal2030.pt/aviso-2024/reinstalacao-e-admissao-por-motivos-humanitarios-2023-2026/,"",Entidades públicas,"",FAMI · Centro | AML | Norte | Alentejo | RAA | RAM | Algarve,"Aviso Portugal 2030 para HSO9.4 - Solidariedade; FAMI; Centro | AML | Norte | Alentejo | RAA | RAM | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",66,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, tem prazo próximo.",Prazo ultrapassado
pt2030-8057,Regressos voluntários e reintegração nos países de origem,FAMI2030,2026-06-01,2026-07-31,"€3,044,924",Portugal 2030,https://portugal2030.pt/aviso-2024/regressos-voluntarios-e-reintegracao-nos-paises-de-origem/,"",Entidades públicas; Entidades privadas,"",FAMI · Norte | Extra-Regio NUTS II | RAM | RAA | Alentejo | AML | Centro | Algarve,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; Norte | Extra-Regio NUTS II | RAM | RAA | Alentejo | AML | Centro | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",66,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, tem prazo próximo.",Prazo muito próximo
eu-ft-erasmus-sport-2026-eu-awards-inclusion,#BeActive-EU-SPORT-AWARDS – Inclusion,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-inclusion,"","","","","O prémio #BeActive EU Sport Awards na categoria de Inclusão, inserido no programa Erasmus+, visa distinguir projetos e iniciativas que promovam a inclusão social através do desporto.",accessibility; equality; inclusion; volunteering,61,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
eu-ft-life-2026-cet-empower,Scaling up smart and clean energy solutions for affordability in EU cities,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-empower,"",Municípios ou autoridades locais,"","",O programa LIFE financia iniciativas focadas na escalabilidade de soluções de energia limpa e inteligente para promover a acessibilidade económica em cidades da União Europeia. O objetivo é apoiar municípios e autoridades locais na implementação de tecnologias sustentáveis para reduzir custos energéticos.,community_development,60,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo por confirmar
pt2030-8055,Oficiais de ligação de imigração,FAMI2030,2027-01-01,2027-04-30,"€717,529",Portugal 2030,https://portugal2030.pt/aviso-2024/oficiais-de-ligacao-de-imigracao/,"",Entidades públicas,"",FAMI · Extra-Regio NUTS II,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; Extra-Regio NUTS II. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,60,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7926,Estudos e Avaliações do Plano Global de Avaliação do Portugal 2030 | 2027-2029,PAT2030,2026-06-15,2026-07-31,"€1,500,000",Portugal 2030,https://portugal2030.pt/aviso-2024/estudos-e-avaliacoes-do-plano-global-de-avaliacao-do-portugal-2030-2027-2029/,"",Entidades públicas,"",FEDER · Extra-Regio NUTS II,"Aviso Portugal 2030 para TASO7.1 - Assistência técnica; FEDER; Extra-Regio NUTS II. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",58,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo muito próximo
pt2030-7965,Funcionamento de CIT multifunções e espaços equiparados,FAMI2030,2026-09-01,2026-12-31,"€5,895,000",Portugal 2030,https://portugal2030.pt/aviso-2024/funcionamento-de-cit-multifuncoes-e-espacos-equiparados/,"",Entidades públicas,"",FAMI · RAM | Norte | Algarve | Centro | AML | RAA | Alentejo,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; RAM | Norte | Algarve | Centro | AML | RAA | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",58,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
lisboa2030-2023-12,"Infraestruturas do ensino pré-escolar, básico e secundário - ITI AML",LISBOA2030,2023-12-29,2026-12-31,"€20,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2023-12,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2F2abe319d-9aa5-4ac8-b92d-7fb18e7ae3b6%2Fac09602e-a99d-41b4-83a6-38a5b9ef22c3,"","",LISBOA2030-2023-12,"O aviso Lisboa 2030 apoia a criação ou qualificação de equipamentos escolares (pré-escolar, básico e secundário) na região NUTS II Lisboa. O objetivo é combater falhas de cobertura e sobreocupação através de investimentos em infraestruturas educativas, financiados por FEDER com uma taxa máxima de 40%. As candidaturas são analisadas mensalmente até ao final do período definido no aviso.",community_development; mobility; public_space,56,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-23,Reabilitação e regeneração urbanas_ ITI AML,LISBOA2030,2024-03-06,2026-12-31,"€12,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-23,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2Fe5b2c406-4002-4d7c-82b0-d1b810a17fad%2Fb31a3a64-0b69-4bf9-a71c-25cc0ac3101b,"","",LISBOA2030-2024-23,"O aviso Lisboa 2030 visa apoiar a regeneração urbana e a competitividade na Área Metropolitana de Lisboa. As ações incluem a qualificação de espaços públicos, reabilitação de edifícios, criação de equipamentos culturais ou de inovação e regeneração de espaços obsoletos para novas atividades económicas, em alinhamento com a estratégia regional S3 Lisboa.",community_development; mobility; public_space,56,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2026-4,Redes e capacitação institucional RIS3,LISBOA2030,2026-06-01,2026-07-31,"€400,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2026-4,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2026%2F5%2Fa5231be3-b822-4b69-9541-11492b461a73%2F37d61b12-0c41-4b5b-8c7e-0d29d980a292,"","",LISBOA2030-2026-4,"Aviso Lisboa 2030: Redes e capacitação institucional RIS3. Consultar o aviso oficial para confirmar condições, documentação e candidatura.",community_development; digital_public_services,55,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-02-cancer-07,Improve the Quality of Life of older cancer patients,Horizon Europe,2026-02-10,2026-09-15,"€25,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-07,"","","","","O programa Horizonte Europa visa financiar projetos focados na melhoria da qualidade de vida de pacientes oncológicos seniores. Esta oportunidade, inserida na Missão Cancro, dispõe de um orçamento global de 25 milhões de euros.",accessibility; inclusion; mobility,53,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-miss-2026-02-cancer-05,Boosting mental health of young cancer survivors through the European Cancer Patient Digital Centre (ECPDC),Horizon Europe,2026-02-10,2026-09-15,"€7,000,000 total; até €7,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-05,"","","","","O programa Horizonte Europa financia projetos destinados a melhorar a saúde mental de jovens sobreviventes de cancro, no âmbito do Centro Digital Europeu do Doente com Cancro. A iniciativa procura soluções digitais e de apoio especializado.",environment; inclusion,44,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eu-ft-horizon-miss-2026-02-cancer-03,Pragmatic clinical trials to optimise immunotherapeutic interventions for patients with refractory cancers,Horizon Europe,2026-02-10,2026-09-15,"€22,186,000 total; até €8,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-03,"","","","","O programa Horizonte Europa financia ensaios clínicos pragmáticos destinados a otimizar intervenções imunoterapêuticas em doentes com cancros refratários, visando melhorar a eficácia dos tratamentos no âmbito da missão europeia contra o cancro.",accessibility; community_development,44,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eu-ft-life-2026-cet-oss,One-Stop-Shops - Integrated services for clean energy transition in private buildings,LIFE,2026-04-21,2026-09-16,"€9,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-oss,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O programa LIFE financia iniciativas focadas em serviços integrados para a transição energética em edifícios privados, através de modelos de ""One-Stop-Shops"". O objetivo é apoiar soluções para a eficiência energética e sustentabilidade no setor privado.",climate; environment,44,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eu-ft-horizon-miss-2026-02-cancer-06,Development of a research capacity building programme on cancer with and for Ukraine,Horizon Europe,2026-02-10,2026-09-15,"€5,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-06,"","","","","O programa Horizonte Europa visa o desenvolvimento de um programa de capacitação em investigação sobre o cancro, focado na colaboração com e para a Ucrânia.",digital_public_services; inclusion,43,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eu-ft-erasmus-sport-2026-eu-awards-generations,#BeActive-EU-SPORT-AWARDS - Across generations,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-generations,"","","","","O prémio #BeActive-EU-SPORT-AWARDS, inserido no programa Erasmus+, visa distinguir iniciativas que promovam o desporto entre gerações. A oportunidade conta com um valor global de 25.000 euros para premiar projetos que fomentem a atividade física e o convívio intergeracional.",inclusion; volunteering,41,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
eu-ft-erasmus-sport-2026-eu-awards-physical-activity,#BeActive-EU-SPORT-AWARDS – Physical activity,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-physical-activity,"","","","","O programa Erasmus+ apresenta os #BeActive-EU-SPORT-AWARDS focados na atividade física. Esta iniciativa visa premiar projetos e iniciativas que promovam estilos de vida saudáveis e a participação desportiva, contribuindo para os objetivos da Semana Europeia do Desporto.",inclusion; volunteering,41,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo próximo
