id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,partnership_requirements,other_requirements,summary,themes,relevance_score,relevance_category,relevance_explanation,deadline_status
lisboa2030-2024-22,Mobilidade Sustentável - ITI AML,LISBOA2030,2024-03-06,2026-12-31,"€6,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-22,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2Fc53d2b18-c412-4410-a8d2-17501e195c3f%2F8486c11a-5263-4677-bc7f-c32181c674ac,"","",LISBOA2030-2024-22,"O aviso LISBOA2030-2024-22 visa promover a mobilidade urbana multimodal sustentável na Região NUTS II Lisboa. Apoia soluções inteligentes, descarbonização, modernização de vias para transporte público e modos ativos, e gestão de tráfego, visando reduzir a dependência do transporte individual e melhorar a qualidade do ar e ruído.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-21,Proteção civil e gestão integrada de riscos- ITI AML,LISBOA2030,2024-03-06,2026-12-31,"€1,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-21,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2Faab48376-98ad-41ac-b56a-2b3a8719769b%2F0bb6a094-7916-4655-b3b7-3e1b7af919f2,"","",LISBOA2030-2024-21,"O aviso Lisboa 2030 visa aumentar a resiliência aos riscos climáticos em meio urbano na Região de Lisboa. O financiamento apoia ações de proteção civil e mitigação de vulnerabilidades a incêndios, incluindo equipamentos de combate e sistemas de prevenção. As candidaturas estão abertas até 31 de dezembro de 2025 para projetos que se enquadrem na ITI AML e nos planos de ação climática municipal.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
eui-call-for-project-development-assistance-projects,Call for Project Development Assistance Projects,European Urban Initiative,,,"€6,000,000",European Urban Initiative,https://portico.urban-initiative.eu/urban-panorama/circular-cities-and-regions-initiative,https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/horizon/wp-call/2023-2024/wp-9-food-bioeconomy-natural-resources-agriculture-and-environment_horizon-2023-2024_en.pdf,"Local/regional authorities, utilities and services, industry, etc",Confirm partnership requirements in the official call.,Open · &nbsp; grant Funding support :&nbsp; EUR 6.00 million Find out more,"By Circular Cities and Regions Initiative Circular Cities and Regions Initiative’s project development assistance (CCRI-PDA) will  help selected project promoters to develop their circular economy proposals at local and regional scale by bringing together the technical, economic and legal expertise.   Local/regional authorities, utilities and services, industry, etc.",community_development; environment,70,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo por confirmar
pt2030-7931,Ações de sensibilização e campanhas,PESSOAS2030,2026-09-01,2026-12-31,"€2,165,523",Portugal 2030,https://portugal2030.pt/aviso-2024/acoes-de-sensibilizacao-e-campanhas/,"",Entidades públicas,"",FSE+ · Algarve | Norte | Centro | AML | Alentejo,"Aviso Portugal 2030 para ESO4.8 - Inclusão ativa e empregabilidade; FSE+; Algarve | Norte | Centro | AML | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7954,Formação Avançada,PESSOAS2030,2026-09-01,2026-12-31,"€40,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/formacao-avancada/,"",Entidades públicas,"",FSE+ · AML | Norte | Algarve | Centro | Alentejo,"Aviso Portugal 2030 para ESO4.6 - Sistemas de educação e formação inclusivos e de qualidade; FSE+; AML | Norte | Algarve | Centro | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7909,Tratamento em Estações de Tratamento de Águas Residuais (ETAR) para produção de Água para Reutilização (ApR),SUSTENTAVEL2030,2026-09-01,2027-09-30,"€30,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/tratamento-em-estacoes-de-tratamento-de-aguas-residuais-etar-para-producao-de-agua-para-reutilizacao-apr/,"",Entidades públicas,"",FC · Alentejo | AML | Centro | Algarve | Norte,"Aviso Portugal 2030 para RSO2.5 - Gestão sustentável da água; FC; Alentejo | AML | Centro | Algarve | Norte. Consultar o plano oficial para confirmar condições, documentação e candidatura.",environment,68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-8104,SIID - I&D Empresarial - Operações em Copromoção (Rede de Fornecedores Inovadores),COMPETE2030,2026-06-30,2026-09-30,"€1,800,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8104,"",Entidades públicas; Entidades privadas,"",FEDER · Alentejo | AML | Norte | Algarve | Centro,"Aviso Portugal 2030 para RSO1.1 - Promover a investigação e a inovação; FEDER; Alentejo | AML | Norte | Algarve | Centro. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-8058,Reinstalação e admissão por motivos humanitários 2023-2026,FAMI2030,2026-05-01,2026-06-30,"€4,662,000",Portugal 2030,https://portugal2030.pt/aviso-2024/reinstalacao-e-admissao-por-motivos-humanitarios-2023-2026/,"",Entidades públicas,"",FAMI · Centro | AML | Norte | Alentejo | RAA | RAM | Algarve,"Aviso Portugal 2030 para HSO9.4 - Solidariedade; FAMI; Centro | AML | Norte | Alentejo | RAA | RAM | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",66,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, tem prazo próximo.",Prazo ultrapassado
pt2030-8057,Regressos voluntários e reintegração nos países de origem,FAMI2030,2026-06-01,2026-07-31,"€3,044,924",Portugal 2030,https://portugal2030.pt/aviso-2024/regressos-voluntarios-e-reintegracao-nos-paises-de-origem/,"",Entidades públicas; Entidades privadas,"",FAMI · Norte | Extra-Regio NUTS II | RAM | RAA | Alentejo | AML | Centro | Algarve,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; Norte | Extra-Regio NUTS II | RAM | RAA | Alentejo | AML | Centro | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",66,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, tem prazo próximo.",Prazo muito próximo
eu-ft-life-2026-cet-empower,Scaling up smart and clean energy solutions for affordability in EU cities,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-empower,"",Municípios ou autoridades locais,"","",O programa LIFE visa promover a escalabilidade de soluções de energia inteligentes e limpas para melhorar a acessibilidade económica em cidades da União Europeia. A oportunidade é destinada a municípios e autoridades locais.,community_development,60,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo por confirmar
eu-ft-horizon-cl6-2026-01-circbio-08,Supporting pre-normative research for standardization of the bio-based products,Horizon Europe,2026-04-17,2026-09-17,"€8,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-circbio-08,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Este concurso do programa Horizonte Europa foca-se no apoio à investigação pré-normativa para a normalização de produtos de base biológica. Com um orçamento total de 8 milhões de euros, prevê financiamentos até 4 milhões de euros por projeto.",climate; environment; equality; inclusion,60,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-8055,Oficiais de ligação de imigração,FAMI2030,2027-01-01,2027-04-30,"€717,529",Portugal 2030,https://portugal2030.pt/aviso-2024/oficiais-de-ligacao-de-imigracao/,"",Entidades públicas,"",FAMI · Extra-Regio NUTS II,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; Extra-Regio NUTS II. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,60,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7926,Estudos e Avaliações do Plano Global de Avaliação do Portugal 2030 | 2027-2029,PAT2030,2026-06-15,2026-07-31,"€1,500,000",Portugal 2030,https://portugal2030.pt/aviso-2024/estudos-e-avaliacoes-do-plano-global-de-avaliacao-do-portugal-2030-2027-2029/,"",Entidades públicas,"",FEDER · Extra-Regio NUTS II,"Aviso Portugal 2030 para TASO7.1 - Assistência técnica; FEDER; Extra-Regio NUTS II. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",58,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo muito próximo
pt2030-7965,Funcionamento de CIT multifunções e espaços equiparados,FAMI2030,2026-09-01,2026-12-31,"€5,895,000",Portugal 2030,https://portugal2030.pt/aviso-2024/funcionamento-de-cit-multifuncoes-e-espacos-equiparados/,"",Entidades públicas,"",FAMI · RAM | Norte | Algarve | Centro | AML | RAA | Alentejo,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; RAM | Norte | Algarve | Centro | AML | RAA | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",58,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
eu-ft-erasmus-sport-2026-eu-awards-inclusion,#BeActive-EU-SPORT-AWARDS – Inclusion,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-inclusion,"","","","","O programa Erasmus+ apresenta o prémio #BeActive-EU-SPORT-AWARDS, focado na promoção da inclusão através do desporto. A iniciativa, aberta a candidaturas até 17 de setembro de 2026, conta com um financiamento total de 25.000 euros para premiar projetos que demonstrem impacto nesta área.",accessibility; equality; inclusion; volunteering,57,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2023-12,"Infraestruturas do ensino pré-escolar, básico e secundário - ITI AML",LISBOA2030,2023-12-29,2026-12-31,"€20,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2023-12,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2F2abe319d-9aa5-4ac8-b92d-7fb18e7ae3b6%2Fac09602e-a99d-41b4-83a6-38a5b9ef22c3,"","",LISBOA2030-2023-12,"O aviso LISBOA2030-2023-12 apoia a criação e qualificação de infraestruturas para o ensino pré-escolar, básico e secundário na região de Lisboa. O financiamento FEDER, com taxa de 40%, destina-se a municípios e entidades da administração local para intervir em zonas com falhas de cobertura ou sobreocupação, devendo os projetos integrar-se nos planos das ITI da Área Metropolitana de Lisboa.",community_development; mobility; public_space,56,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-23,Reabilitação e regeneração urbanas_ ITI AML,LISBOA2030,2024-03-06,2026-12-31,"€12,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-23,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2Fe5b2c406-4002-4d7c-82b0-d1b810a17fad%2Fb31a3a64-0b69-4bf9-a71c-25cc0ac3101b,"","",LISBOA2030-2024-23,"Aviso Lisboa 2030: Reabilitação e regeneração urbanas_ ITI AML. Consultar o aviso oficial para confirmar condições, documentação e candidatura.",community_development; mobility; public_space,56,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2026-4,Redes e capacitação institucional RIS3,LISBOA2030,2026-06-01,2026-07-31,"€400,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2026-4,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2026%2F5%2Fa5231be3-b822-4b69-9541-11492b461a73%2F37d61b12-0c41-4b5b-8c7e-0d29d980a292,"","",LISBOA2030-2026-4,"O aviso Lisboa 2030 visa o reforço das redes e da capacidade institucional no modelo de governação da Estratégia Regional de Especialização Inteligente (RIS3) de Lisboa. Apoia ações de dinamização de redes colaborativas, concertação estratégica, planeamento de investimentos e plataformas de inovação. Destina-se a entidades do Conselho Regional de Inovação ou Grupos de Trabalho dos domínios da RIS3.",community_development; digital_public_services,55,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-02-cancer-07,Improve the Quality of Life of older cancer patients,Horizon Europe,2026-02-10,2026-09-15,"€25,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-07,"","","","","O programa Horizonte Europa lança uma iniciativa destinada a melhorar a qualidade de vida de pacientes oncológicos seniores. Com um orçamento global de 25 milhões de euros, o financiamento prevê até 6 milhões de euros por projeto, com submissões abertas entre fevereiro e setembro de 2026.",accessibility; inclusion; mobility,49,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-life-2026-cet-digital,Supporting digitalisation of Distribution System Operators for a smart energy transition (Smart Grid Academy),LIFE,2026-04-21,2026-09-16,"€10,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-digital,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"",O programa LIFE apoia a digitalização dos Operadores de Redes de Distribuição para promover uma transição energética inteligente através da iniciativa Smart Grid Academy. O aviso está agendado para abrir em abril de 2026 com um financiamento global de 10 milhões de euros.,climate; digital_public_services; inclusion,49,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-horizon-miss-2026-02-cancer-05,Boosting mental health of young cancer survivors through the European Cancer Patient Digital Centre (ECPDC),Horizon Europe,2026-02-10,2026-09-15,"€7,000,000 total; até €7,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-05,"","","","","O programa Horizonte Europa financia um projeto focado na promoção da saúde mental de jovens sobreviventes de cancro, utilizando o Centro Europeu Digital para Doentes com Cancro (ECPDC). A iniciativa conta com uma dotação de 7 milhões de euros.",environment; inclusion,40,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-horizon-miss-2026-02-cancer-03,Pragmatic clinical trials to optimise immunotherapeutic interventions for patients with refractory cancers,Horizon Europe,2026-02-10,2026-09-15,"€22,186,000 total; até €8,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-03,"","","","","Este tópico do Horizonte Europa financia ensaios clínicos pragmáticos focados na otimização de intervenções de imunoterapia para doentes com cancros refratários, visando melhorar resultados clínicos dentro da Missão do Cancro.",accessibility; community_development,40,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-life-2026-cet-oss,One-Stop-Shops - Integrated services for clean energy transition in private buildings,LIFE,2026-04-21,2026-09-16,"€9,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-oss,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O programa LIFE financia a criação de balcões únicos integrados para apoiar a transição energética em edifícios privados. A iniciativa visa facilitar a implementação de soluções de eficiência energética e energias renováveis, disponibilizando um total de 9 milhões de euros para projetos que promovam este serviço integrado de acompanhamento técnico e operacional.",climate; environment,40,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-horizon-cl3-2026-01-fct-06,Prevention and mitigation of misuse of synthetic biology for bioterrorism purposes,Horizon Europe,2026-05-06,2026-11-05,"€3,000,000 total; até €3,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-fct-06,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O convite do programa Horizonte Europa foca-se na prevenção e mitigação da utilização indevida da biologia sintética para fins de bioterrorismo. O projeto tem uma dotação orçamental total de 3 milhões de euros, com um limite de 3 milhões de euros por proposta. O período de submissão decorre entre maio e novembro de 2026.",accessibility; inclusion,40,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-horizon-neb-2027-01-regen-03,Revitalising neighbourhoods around existing railway and motorway corridors,Horizon Europe,2026-07-02,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2027-01-regen-03,"","","","","Este tópico do programa Horizonte Europa foca-se na revitalização de bairros localizados na periferia de infraestruturas ferroviárias e rodoviárias existentes, promovendo a regeneração urbana integrada nestas zonas específicas.",community_development; public_space,39,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
eu-ft-horizon-miss-2026-02-cancer-06,Development of a research capacity building programme on cancer with and for Ukraine,Horizon Europe,2026-02-10,2026-09-15,"€5,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-06,"","","","","O programa Horizonte Europa visa financiar o desenvolvimento de um programa de capacitação em investigação sobre o cancro, focado na colaboração com e para a Ucrânia. O orçamento total disponível é de cinco milhões de euros.",digital_public_services; inclusion,39,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eui-eui-ongoing-call-for-peer-reviewers,EUI ongoing Call for peer reviewers,European Urban Initiative,,2028-12-31,"",European Urban Initiative,https://www.urban-initiative.eu/capacity-building/peer-reviews/ongoing-call-peer-reviews,"","","",Open · &nbsp; other Find out more,"Deadline date : 31/12/2028 By European Urban Initiative An ongoing Call for the role of peer reviewer is now open. This call plans to identify the urban authority representatives to join the pool of peers and to act as peer reviewers in future Peer Reviews. Peer reviewers apply as individuals to take part in a peer review process. Peer reviewers can represent any EU urban authority but must have relevant experience in the design and implementation of integrated, place-based strategies.",community_development; public_space,39,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-8056,Centros Locais de Apoio à Integração de Migrantes (CLAIM),FAMI2030,2026-07-01,2026-09-30,"€3,950,624",Portugal 2030,https://portugal2030.pt/aviso-2024/centros-locais-de-apoio-a-integracao-de-migrantes-claim/,"",Entidades privadas,A modalidade do aviso prevê parceria; confirmar os requisitos no aviso oficial.,FAMI · Norte | RAM | RAA | Alentejo | AML | Centro | Algarve,"Aviso Portugal 2030 para HSO9.2 - Migração legal e integração; FAMI; Norte | RAM | RAA | Alentejo | AML | Centro | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,38,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-8025,Capacitação dos Parceiros da Comissão Permanente de Concertação Social (CPCS),PESSOAS2030,2027-01-01,2027-04-30,"€2,594,116",Portugal 2030,https://portugal2030.pt/aviso-2024/capacitacao-dos-parceiros-da-comissao-permanente-de-concertacao-social-cpcs/,"",Entidades privadas,"",FSE+ · Norte | Algarve | Centro | AML | Alentejo,"Aviso Portugal 2030 para ESO4.1 - Acesso ao emprego e medidas de ativação para todos; FSE+; Norte | Algarve | Centro | AML | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,38,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-erasmus-sport-2026-eu-awards-generations,#BeActive-EU-SPORT-AWARDS - Across generations,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-generations,"","","","","O prémio #BeActive-EU-SPORT-AWARDS, inserido no programa Erasmus+, reconhece projetos que promovam o desporto entre diferentes gerações. Com uma dotação total de 25.000 euros, a iniciativa visa destacar boas práticas desportivas e estilos de vida saudáveis a nível europeu.",inclusion; volunteering,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-erasmus-sport-2026-eu-awards-physical-activity,#BeActive-EU-SPORT-AWARDS – Physical activity,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-physical-activity,"","","","","O prémio #BeActive-EU-SPORT-AWARDS, inserido no programa Erasmus+, visa distinguir iniciativas de promoção da atividade física e do desporto. A oportunidade, com um valor total de 25 000 euros, tem submissões abertas até setembro de 2026.",inclusion; volunteering,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-erasmus-sport-2026-eu-awards-peace,#BeActive-EU-SPORT-AWARDS-Peace,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-peace,"","","","","O prémio #BeActive-EU-SPORT-AWARDS-Peace, integrado no programa Erasmus+, visa reconhecer iniciativas que promovam a paz através do desporto. A oportunidade tem um montante total de 25.000 euros, com data de abertura a 30 de junho de 2026 e encerramento a 17 de setembro de 2026.",inclusion; volunteering,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eu-ft-erasmus-sport-2026-eu-awards-volunteering,#BeActive-EU-SPORT-AWARDS-Volunteering,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-volunteering,"","","","","O prémio #BeActive EU Sport Awards na categoria de voluntariado, integrado no programa Erasmus+, visa reconhecer iniciativas que promovam o voluntariado no setor desportivo. A oportunidade tem candidatura aberta de 30 de junho a 17 de setembro de 2026, com uma dotação total de 25.000 euros para premiar projetos exemplares.",inclusion; volunteering,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-8106,SICE - Inovação Produtiva (Rede de Fornecedores Inovadores),COMPETE2030 / NORTE2030 / CENTRO2030 / LISBOA2030 / ALENTEJO2030 / ALGARVE2030,2026-06-30,2026-09-30,"€40,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/sice-inovacao-produtiva-rede-de-fornecedores-inovadores/,"",Entidades privadas,"",FEDER · Norte | Centro | Alentejo | AML | Algarve,"Aviso Portugal 2030 para RSO1.3 - Crescimento e competitividade das PMEs; FEDER; Norte | Centro | Alentejo | AML | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-8060,SICE - Inovação Produtiva - Territórios de Baixa Densidade e Outros Territórios,COMPETE2030 / NORTE2030 / CENTRO2030 / LISBOA2030 / ALENTEJO2030 / ALGARVE2030,2026-05-29,2026-10-30,"€182,500,000",Portugal 2030,https://portugal2030.pt/aviso-2024/sice-inovacao-produtiva-territorios-de-baixa-densidade-e-outros-territorios/,"",Entidades privadas,"",FEDER · Norte | Centro | Alentejo | AML | Algarve,"Aviso Portugal 2030 para RSO1.3 - Crescimento e competitividade das PMEs; FEDER; Norte | Centro | Alentejo | AML | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
pt2030-7959,SIID - I&D Empresarial - Demonstradores Individuais e em copromoção,COMPETE2030 / NORTE2030 / CENTRO2030 / LISBOA2030 / ALENTEJO2030 / ALGARVE2030,2026-06-30,2026-12-30,"€12,500,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-7959,"",Entidades privadas,"",FEDER · Alentejo | Algarve | Norte | Centro | AML,"Aviso Portugal 2030 para RSO1.1 - Promover a investigação e a inovação; FEDER; Alentejo | Algarve | Norte | Centro | AML. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,37,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo com margem
eui-call-for-action-planning-networks,Call for Action Planning Networks,European Urban Initiative,,,"",European Urban Initiative,https://portico.urban-initiative.eu/urban-panorama/call-for-proposals,"","",Confirm partnership requirements in the official call.,Upcoming · &nbsp; grant,Spring 2026 By URBACT Cities come together to develop integrated action plans as a response to common local challenges. ,community_development,30,Prioridade baixa,Prioridade baixa: faltam sinais fortes de elegibilidade ou alinhamento municipal nos dados disponíveis.,Prazo por confirmar
