id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,applicant_eligibility_status,partnership_requirements,other_requirements,summary,themes,geography,relevance_score,relevance_category,relevance_explanation,deadline_status
eu-ft-horizon-cl5-2027-06-d6-08,"Enhancing Mobility for All: affordable, reliable, and accessible multimodal transport for inclusive rural and urban connectivity – Societal Readiness pilot",Horizon Europe,2027-06-03,2027-10-07,"€21,000,000 total; até €7,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl5-2027-06-d6-08,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Este projeto financia iniciativas para a criação de sistemas de transporte multimodal acessíveis, fiáveis e a preços comportáveis, visando reforçar a conectividade em áreas rurais e urbanas através de projetos-piloto de prontidão social.",mobility; accessibility; inclusion; community_development,"{""scope""=>""unknown"", ""areas""=>[]}",75,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem impacto explícito em comunidades, cidades ou serviços locais, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl2-2026-01-democracy-05,Research and Innovation Network for a Union of Equality,Horizon Europe,2026-05-12,2026-09-23,"€4,500,000 total; até €4,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2026-01-democracy-05,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Research and Innovation Network for a Union of Equality publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",equality; civic_participation,"{""scope""=>""unknown"", ""areas""=>[]}",74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2027-05-soil-01-two-stage,"Living labs to enhance soil health in Continental, Black Sea, Pannonian and Steppic biogeographical regions",Horizon Europe,2027-02-04,2027-04-08,"€24,000,000 total; até €12,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-05-soil-01-two-stage,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Living labs to enhance soil health in Continental, Black Sea, Pannonian and Steppic biogeographical regions publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em necessidades de interesse público, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-hlth-2027-01-envhlth-missclima-03,Tools and technologies to support health adaptation to climate change,Horizon Europe,2027-02-10,2027-04-13,"€20,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-hlth-2027-01-envhlth-missclima-03,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Tools and technologies to support health adaptation to climate change publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em necessidades de interesse público, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-neb-2027-02-neb-soil-01,Reducing soil sealing through sustainable urban and territorial design in the New European Bauhaus,Horizon Europe,2027-05-05,2027-09-15,"€15,000,000 total; até €7,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2027-02-neb-soil-01,"",Municípios ou autoridades locais,known,"","","Aviso Reducing soil sealing through sustainable urban and territorial design in the New European Bauhaus publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem impacto explícito em comunidades, cidades ou serviços locais, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-miss-2027-07-clima-cit-ccri-02,"Deploying innovative wastewater management, treatment and valorisation solutions in European cities and regions in the context of climate change",Horizon Europe,2027-02-09,2027-09-22,"€28,500,000 total; até €9,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-07-clima-cit-ccri-02,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Deploying innovative wastewater management, treatment and valorisation solutions in European cities and regions in the context of climate change publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem impacto explícito em comunidades, cidades ou serviços locais, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl6-2027-01-biodiv-07,"Health of ecosystems and wild species, predictions and impacts on human health, in the face of existing and emerging stressors, from a One Health approach",Horizon Europe,2027-04-20,2027-09-22,"€14,000,000 total; até €7,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-biodiv-07,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Health of ecosystems and wild species, predictions and impacts on human health, in the face of existing and emerging stressors, from a One Health approach publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em necessidades de interesse público, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl6-2027-01-biodiv-06,Living labs driving transformative change via knowledge integration and inclusive governance,Horizon Europe,2027-04-20,2027-09-22,"€14,000,000 total; até €7,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-biodiv-06,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Living labs driving transformative change via knowledge integration and inclusive governance publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",inclusion; environment,"{""scope""=>""unknown"", ""areas""=>[]}",74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem aplicação em políticas públicas ou governação, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-miss-2027-04-cit-05,"Boosting the transformation towards climate-neutral cities, the net-zero economy and open strategic autonomy through Pre-Commercial Procurement (PCP)",Horizon Europe,2027-02-09,2027-10-07,"€26,823,812 total; até €12,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-04-cit-05,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Boosting the transformation towards climate-neutral cities, the net-zero economy and open strategic autonomy through Pre-Commercial Procurement (PCP) publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem impacto explícito em comunidades, cidades ou serviços locais, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-miss-2027-04-cit-02,Hydrogen cities,Horizon Europe,2027-02-09,2027-10-07,"€5,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2027-04-cit-02,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Hydrogen cities publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem impacto explícito em comunidades, cidades ou serviços locais, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-life-2026-plp-ener-gov,Multilevel climate and energy dialogue to deliver the Governance Regulation and the post–2030 energy and climate policy framework,LIFE,2026-04-21,2026-09-22,"€2,000,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-plp-ener-gov,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Multilevel climate and energy dialogue to deliver the Governance Regulation and the post–2030 energy and climate policy framework publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",73,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem aplicação em políticas públicas ou governação, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-01-clima-01,National Adaptation Hubs - Bringing together the national level with the engaged regional and local levels (multi-level governance),Horizon Europe,2026-02-04,2026-09-23,"€10,000,000 total; até €10,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-01-clima-01,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso National Adaptation Hubs - Bringing together the national level with the engaged regional and local levels (multi-level governance) publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",73,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem aplicação em políticas públicas ou governação, tem prazo próximo.",Prazo muito próximo
pt2030-8622,Digitalização da Administração Pública Central,COMPETE2030,2026-09-01,2026-10-30,"€65,000,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8622,"",Entidades públicas,known,"",FEDER · Norte | Centro | AML | Alentejo,"Aviso Portugal 2030 para RSO1.2 - Colher os benefícios da digitalização; FEDER; Norte | Centro | AML | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,"{""scope""=>""regional"", ""areas""=>[""Área Metropolitana de Lisboa""]}",73,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, tem janela de preparação curta.",Prazo próximo
eu-ft-horizon-cl6-2026-01-biodiv-05,Advancing integrated scenarios and prediction models for informing transition to a nature positive society,Horizon Europe,2026-04-17,2026-09-23,"€10,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-biodiv-05,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Advancing integrated scenarios and prediction models for informing transition to a nature positive society publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate; environment,"{""scope""=>""unknown"", ""areas""=>[]}",71,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl6-2026-01-circbio-02,Advancing recycling technologies for mixed post-consumer textiles waste from blended products,Horizon Europe,2026-04-17,2026-09-23,"€11,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-circbio-02,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Advancing recycling technologies for mixed post-consumer textiles waste from blended products publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment; climate,"{""scope""=>""unknown"", ""areas""=>[]}",71,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl6-2026-01-biodiv-04,Ensuring continuous effectiveness of protected areas in conserving habitats and species while facing intensifying drivers of biodiversity loss,Horizon Europe,2026-04-17,2026-09-23,"€13,000,000 total; até €6,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-biodiv-04,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Ensuring continuous effectiveness of protected areas in conserving habitats and species while facing intensifying drivers of biodiversity loss publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment; climate,"{""scope""=>""unknown"", ""areas""=>[]}",71,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
pt2030-8530,Gestão de Resíduos Urbanos - ações imateriais,SUSTENTAVEL2030,2027-01-01,2027-04-30,"€8,000,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8530,"",Entidades públicas,known,"",FC · Algarve | Alentejo | Norte | Centro | AML,"Aviso Portugal 2030 para RSO2.6 - Economia circular; FC; Algarve | Alentejo | Norte | Centro | AML. Consultar o plano oficial para confirmar condições, documentação e candidatura.",climate; environment,"{""scope""=>""regional"", ""areas""=>[""Área Metropolitana de Lisboa""]}",71,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
eu-ft-horizon-cl2-2027-02-democracy-09-two-stage,Open topic on reinvigorating and shielding European democracy,Horizon Europe,2027-03-02,2027-05-04,"€22,000,000 total; até €3,700,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2027-02-democracy-09-two-stage,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Open topic on reinvigorating and shielding European democracy publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",civic_participation; accessibility; equality,"{""scope""=>""unknown"", ""areas""=>[]}",71,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl2-2027-01-transfo-01,Impact of access to nature-positive environments in promoting social cohesion and reducing inequalities in urban and peri-urban settings,Horizon Europe,2027-05-13,2027-09-23,"€12,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2027-01-transfo-01,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Impact of access to nature-positive environments in promoting social cohesion and reducing inequalities in urban and peri-urban settings publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",70,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem impacto explícito em comunidades, cidades ou serviços locais.",Prazo com margem
eui-city-to-city-exchanges,City-to-City Exchanges,European Urban Initiative,,2027-11-17,"",European Urban Initiative,https://www.urban-initiative.eu/capacity-building/pilot-call-c2c-exchanges,"",Urban authorities,known,"",Open · &nbsp; grant Find out more,Resumo limitado; consultar a página oficial da oportunidade.,climate; community_development; public_space,"{""scope""=>""unknown"", ""areas""=>[]}",70,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-neb-2027-01-regen-03,Revitalising neighbourhoods around existing railway and motorway corridors,Horizon Europe,2027-05-05,2027-12-01,"€11,000,000 total; até €5,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-neb-2027-01-regen-03,"",Municípios ou autoridades locais; Entidades públicas,known,"","","Aviso Revitalising neighbourhoods around existing railway and motorway corridors publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.","","{""scope""=>""unknown"", ""areas""=>[]}",70,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem impacto explícito em comunidades, cidades ou serviços locais.",Prazo com margem
eu-ft-horizon-cl2-2026-01-democracy-10,Digital and media literacy as drivers for democratic and civic resilience,Horizon Europe,2026-05-12,2026-09-23,"€12,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2026-01-democracy-10,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Digital and media literacy as drivers for democratic and civic resilience publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",civic_participation,"{""scope""=>""unknown"", ""areas""=>[]}",69,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl2-2026-01-democracy-07,Supporting post-conflict democracy and reconstruction,Horizon Europe,2026-05-12,2026-09-23,"€12,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2026-01-democracy-07,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Supporting post-conflict democracy and reconstruction publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",civic_participation,"{""scope""=>""unknown"", ""areas""=>[]}",69,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl2-2026-01-democracy-02,Understanding the forms of local democracy in low-income and low-middle income countries,Horizon Europe,2026-05-12,2026-09-23,"€12,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl2-2026-01-democracy-02,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Understanding the forms of local democracy in low-income and low-middle income countries publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",civic_participation,"{""scope""=>""unknown"", ""areas""=>[]}",69,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-widera-2026-gender-prize-03,Inclusive Gender Equality Champions,Horizon Europe,2026-06-16,2026-09-29,"€400,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-widera-2026-gender-prize-03,"",Entidades públicas,known,"","","Aviso Inclusive Gender Equality Champions publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",equality,"{""scope""=>""unknown"", ""areas""=>[]}",68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-widera-2026-gender-prize-02,Newcomer Gender Equality Champions,Horizon Europe,2026-06-16,2026-09-29,"€400,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-widera-2026-gender-prize-02,"",Entidades públicas,known,"","","Aviso Newcomer Gender Equality Champions publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",equality,"{""scope""=>""unknown"", ""areas""=>[]}",68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-widera-2026-gender-prize-01,Sustainable Gender Equality Champions,Horizon Europe,2026-06-16,2026-09-29,"€400,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-widera-2026-gender-prize-01,"",Entidades públicas,known,"","","Aviso Sustainable Gender Equality Champions publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",equality,"{""scope""=>""unknown"", ""areas""=>[]}",68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
pt2030-8566,Migração laboral,FAMI2030,2026-10-01,2026-12-31,"€3,115,652",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8566,"",Entidades públicas; Entidades privadas,known,A modalidade do aviso prevê parceria; confirmar os requisitos no aviso oficial.,FAMI · Algarve | RAA | RAM | Extra-Regio NUTS II | Norte | AML | Centro | Alentejo,"Aviso Portugal 2030 para HSO9.2 - Migração legal e integração; FAMI; Algarve | RAA | RAM | Extra-Regio NUTS II | Norte | AML | Centro | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,"{""scope""=>""regional"", ""areas""=>[""Área Metropolitana de Lisboa""]}",68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
eu-ft-horizon-cl6-2027-01-circbio-10,Strengthening forest research for the support of Ukraine,Horizon Europe,2027-04-20,2027-09-22,"€6,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2027-01-circbio-10,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Strengthening forest research for the support of Ukraine publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate; environment; inclusion,"{""scope""=>""unknown"", ""areas""=>[]}",68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-miss-2026-03-ocean-02,Addressing aquatic pollution and biodiversity loss through nature positive solutions from source to sea,Horizon Europe,2026-02-04,2026-09-23,"€31,000,000 total; até €7,750,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-03-ocean-02,"",Municípios ou autoridades locais; Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Addressing aquatic pollution and biodiversity loss through nature positive solutions from source to sea publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-01-clima-04,Bridging the gap between disaster risk management and climate adaptation,Horizon Europe,2026-02-04,2026-09-23,"€5,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-01-clima-04,"",Municípios ou autoridades locais,known,"","","Aviso Bridging the gap between disaster risk management and climate adaptation publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-miss-2026-01-clima-05,Demonstrating solutions to protect and preserve cultural heritage from the impacts of climate change,Horizon Europe,2026-02-04,2026-09-23,"€21,000,000 total; até €7,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-01-clima-05,"",Municípios ou autoridades locais,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Demonstrating solutions to protect and preserve cultural heritage from the impacts of climate change publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl6-2026-01-zeropollution-03,Developing managed aquifer recharge techniques (MAR) in a rural context,Horizon Europe,2026-04-17,2026-09-23,"€12,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-zeropollution-03,"",Municípios ou autoridades locais,known,"","","Aviso Developing managed aquifer recharge techniques (MAR) in a rural context publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",climate,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl6-2026-01-biodiv-02,"Developing methods to assess the presence, functions and sensitivity of groundwater ecosystems",Horizon Europe,2026-04-17,2026-09-23,"€10,000,000 total; até €5,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-biodiv-02,"",Entidades públicas,known,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Aviso Developing methods to assess the presence, functions and sensitivity of groundwater ecosystems publicado no portal EU Funding & Tenders. Consultar a página oficial para confirmar âmbito, elegibilidade e documentação.",environment,"{""scope""=>""unknown"", ""areas""=>[]}",67,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
