id,title,programme,opening_date,deadline,funding_amount,funding_source,official_link,document_link,eligible_applicants,partnership_requirements,other_requirements,summary,themes,relevance_score,relevance_category,relevance_explanation,deadline_status
pt2030-7977,"Desenvolver sistemas, redes e formas de armazenamento energéticos inteligentes fora da RTE-E",SUSTENTAVEL2030,2026-08-01,2027-01-31,"€15,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/desenvolver-sistemas-redes-e-formas-de-armazenamento-energeticos-inteligentes-fora-da-rte-e/,"",Entidades públicas,"",FC · Alentejo | AML | Algarve | Norte | Centro,"Aviso Portugal 2030 para RSO2.3 - Sistemas energéticos inteligentes; FC; Alentejo | AML | Algarve | Norte | Centro. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services; environment,77,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-6-2024-aviso-a-implementacao-do-projeto-1bilhete-pt,Aviso n.º 1/2025 – Apoio à Descarbonização e Digitalização do Setor do Táxi,Fundo para a Mobilidade e Transportes,2025-11-19,2025-10-31,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-6-2024-aviso-a-implementacao-do-projeto-1bilhete-pt/,https://www.imt-ip.pt/wp-content/uploads/2025/11/Aviso_N.o_1_2025_Apoio_a_Descarbonizacao_e_Digitalizacao_do_Setor_do_Taxi_v3.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para a Mobilidade e Transportes abre candidaturas para apoiar a descarbonização e digitalização do setor do táxi em Portugal Continental. O apoio foca-se na aquisição de veículos 100% elétricos, abate de veículos antigos e equipamentos de carregamento, bem como na digitalização através de taxímetros, impressoras e terminais de pagamento automático para empresas licenciadas.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo ultrapassado
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-3-2026-apoio-a-descarbonizacao-do-setor-do-taxi,Aviso n.º 3/2026 – Apoio à Descarbonização do Setor do Táxi,Fundo para a Mobilidade e Transportes,2026-08-04,2026-10-30,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-3-2026-apoio-a-descarbonizacao-do-setor-do-taxi/,https://www.imt-ip.pt/wp-content/uploads/2026/07/Aviso_N.o_3_2026_Apoio_a_Descarbonizacao_do_Setor_do_Taxis.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Aviso n.º 3/2026 do Instituto da Mobilidade e dos Transportes apoia a descarbonização do setor do táxi através da aquisição de veículos 100% elétricos, abate de veículos antigos e instalação de postos de carregamento. O financiamento destina-se a entidades habilitadas com alvará para transporte em táxi no território nacional, sendo a submissão de candidaturas feita via formulário online.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo próximo
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-4-2025-apoio-a-aquisicao-de-tacografos-digitais-2-g,Aviso n.º 4/2025 – Apoio à Aquisição de Tacógrafos Digitais de 2ª Geração,Fundo para a Mobilidade e Transportes,2025-10-01,2025-10-31,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-4-2025-apoio-a-aquisicao-de-tacografos-digitais-2-geracao/,https://www.imt-ip.pt/wp-content/uploads/2025/09/Aviso_4_2025_ApoioAquisicaoDeTacografosDigitaisDe_2a_Geracao_v2.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para o Serviço Público de Transportes apoia empresas de transporte público rodoviário de passageiros com licença comunitária na aquisição, instalação e certificação de tacógrafos digitais de 2ª geração. O incentivo reembolsa 50% das despesas elegíveis até 500 euros por equipamento, com um limite máximo de 2.000 euros por beneficiário, para investimentos realizados entre 2024 e outubro de 2025.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo ultrapassado
imt-mobility-https-www-imt-ip-pt-concurso-aviso-n-o-5-2025-apoio-a-aquisicao-de-contadores-automaticos-,Aviso n.º 5/2025 – Apoio à Aquisição de Contadores Automáticos de Modos Ativos de Transporte,Fundo para a Mobilidade e Transportes,2025-09-04,2025-10-31,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-n-o-5-2025-apoio-a-aquisicao-de-contadores-automaticos-de-modos-ativos-de-transporte/,https://www.imt-ip.pt/wp-content/uploads/2026/01/Aviso_5_2025_ApoioAquisicaoDeContadoresAutomaticosDeModosAtivosDeTransporte.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para a Mobilidade e Transportes apoia a aquisição de contadores automáticos de modos ativos (peões, bicicletas e trotinetas) em território nacional, exceto nas Áreas Metropolitanas de Lisboa e Porto. O objetivo é recolher dados para o planeamento de infraestruturas e políticas públicas. A comparticipação é de 75% das despesas elegíveis, até limites definidos por tipo de equipamento.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo ultrapassado
imt-mobility-https-www-imt-ip-pt-concurso-aviso-no-4-2026-apoio-a-recuperacao-e-instalacao-de-infraestr,Aviso nº 4/2026 – Apoio à Recuperação e Instalação de Infraestruturas de Mobilidade e Transportes,Fundo para a Mobilidade e Transportes,2026-08-15,2026-09-11,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-no-4-2026-apoio-a-recuperacao-e-instalacao-de-infraestruturas-de-mobilidade-e-transportes/,https://www.imt-ip.pt/wp-content/uploads/2026/08/Aviso_4_2026_Apoio-a-Recuperacao-e-Instalacao-de-Infraestruturas-de-Mobilidade-e-Transportes-1.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para a Mobilidade e Transportes apoia a recuperação e instalação de infraestruturas de transportes públicos em municípios, comunidades intermunicipais e autoridades de transporte afetadas pela tempestade Kristin. O financiamento visa a reparação de abrigos, sistemas de informação e sinalização, garantindo a acessibilidade e segurança, através de uma subvenção não reembolsável de 100% das despesas elegíveis.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo muito próximo
imt-mobility-https-www-imt-ip-pt-concurso-aviso-no-5-2026-apoio-a-digitalizacao-e-normalizacao-de-dados,Aviso nº 5/2026 – Apoio à Digitalização e Normalização de Dados de Transporte Público,Fundo para a Mobilidade e Transportes,2026-08-17,2026-09-11,"",Fundo para a Mobilidade e Transportes (IMT),https://www.imt-ip.pt/concurso/aviso-no-5-2026-apoio-a-digitalizacao-e-normalizacao-de-dados-de-transporte-publico/,https://www.imt-ip.pt/wp-content/uploads/2026/08/Aviso_5_2026_Apoio-a-Digitalizacao-e-Normalizacao-de-Dados-de-Transporte-Publico.pdf,Entidades privadas,Confirmar os requisitos de parceria no aviso oficial.,"","O Fundo para a Mobilidade e Transportes disponibiliza apoio para a digitalização e normalização de dados de transporte público. O aviso destina-se a municípios (autoridades de transporte), comunidades intermunicipais e operadores de transporte público no território do Continente, excluindo as Áreas Metropolitanas de Lisboa e do Porto, visando melhorar a interoperabilidade e a informação ao passageiro.",climate; digital_public_services; environment; inclusion; mobility,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo muito próximo
pt2030-8072,Educação intercultural em contexto escolar,FAMI2030,2026-05-01,2026-06-30,"€4,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/educacao-intercultural-em-contexto-escolar/,"",Entidades públicas; Entidades privadas,A modalidade do aviso prevê parceria; confirmar os requisitos no aviso oficial.,FAMI · Norte | RAM | RAA | Alentejo | AML | Algarve | Centro,"Aviso Portugal 2030 para HSO9.2 - Migração legal e integração; FAMI; Norte | RAM | RAA | Alentejo | AML | Algarve | Centro. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,76,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo ultrapassado
pt2030-7905,Assistência Técnica (2027 a 2030),SUSTENTAVEL2030,2026-05-04,2026-07-31,"€20,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/assistencia-tecnica-2027-a-2030/,"",Entidades públicas,"",FC · Norte | Algarve | Alentejo | AML | Centro,"Aviso Portugal 2030 para TASO7.1 - Assistência técnica; FC; Norte | Algarve | Alentejo | AML | Centro. Consultar o plano oficial para confirmar condições, documentação e candidatura.",environment,76,Altamente relevante,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo ultrapassado
lisboa2030-2024-20,Adaptação às Alterações Climáticas - ITI AML,LISBOA2030,2024-03-05,2026-12-31,"€700,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-20,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2F842a6c06-244c-4a64-aba8-742dba5dba2a%2F04dce71a-0fd0-4d43-b33e-47b8d24d5012,"","",LISBOA2030-2024-20,"Aviso Lisboa 2030: Adaptação às Alterações Climáticas - ITI AML. Consultar o aviso oficial para confirmar condições, documentação e candidatura.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2023-13,"Conservação da natureza, biodiversidade e património natural_ITI AML",LISBOA2030,2023-12-29,2026-12-31,"€800,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2023-13,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2F1adf4426-faa8-46c2-8db4-e05ce57974e6%2F1eb4a79d-573a-438a-a932-34d53d2cf534,"","",LISBOA2030-2023-13,"O programa Lisboa 2030 apoia a preservação, requalificação e valorização da estrutura ecológica metropolitana e a ecologização de espaços urbanos na região de Lisboa. O aviso visa promover a biodiversidade, o restauro ecológico e a melhoria dos serviços dos ecossistemas, contribuindo para a amenização climática e qualidade do ar através de infraestruturas verdes, corredores e hortas urbanas.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-19,Eficiência Energética para Edifícios da Administração Local,LISBOA2030,2024-03-05,2026-12-31,"€3,500,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-19,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2F11d02edb-bcff-4ad1-81e2-f65a8d1c0a91%2F7b45fda0-eede-4696-aa9e-886db90f23a9,"","",LISBOA2030-2024-19,"O aviso Lisboa 2030 apoia a eficiência energética e a redução de emissões em edifícios da administração local na região de Lisboa. O financiamento destina-se a auditorias, planos de racionalização e reabilitação de edifícios públicos com soluções de sustentabilidade, como telhados verdes e materiais circulares, promovendo um parque edificado de baixo carbono.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-22,Mobilidade Sustentável - ITI AML,LISBOA2030,2024-03-06,2026-12-31,"€6,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-22,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2Fc53d2b18-c412-4410-a8d2-17501e195c3f%2F8486c11a-5263-4677-bc7f-c32181c674ac,"","",LISBOA2030-2024-22,"O aviso LISBOA2030-2024-22 apoia projetos de mobilidade urbana multimodal sustentável na região de Lisboa. O objetivo é reduzir a dependência do transporte individual, promover a descarbonização e melhorar a qualidade do ar através de soluções de transporte público, mobilidade ativa, sistemas de gestão de tráfego e logística urbana, focando-se em tecnologias inovadoras e intermodalidade.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-21,Proteção civil e gestão integrada de riscos- ITI AML,LISBOA2030,2024-03-06,2026-12-31,"€1,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-21,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2Faab48376-98ad-41ac-b56a-2b3a8719769b%2F0bb6a094-7916-4655-b3b7-3e1b7af919f2,"","",LISBOA2030-2024-21,"O programa Lisboa 2030 apoia ações de proteção civil e gestão de riscos para aumentar a resiliência a eventos climáticos extremos em contexto urbano. O aviso financia equipamentos de combate a incêndios, sistemas de prevenção e monitorização, visando mitigar vulnerabilidades territoriais na região NUTS II de Lisboa, no âmbito da ITI AML.",climate; community_development; environment; mobility; public_space,76,Altamente relevante,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-horizon-cl3-2026-01-infra-03,"Targeted innovative capabilities for the resilience of critical entities to natural and human-induced disasters, including hybrid scenarios",Horizon Europe,2026-05-06,2026-11-05,"€9,000,000 total; até €4,500,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-infra-03,"",Entidades públicas,O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","Este aviso do programa Horizonte Europa visa financiar capacidades inovadoras para aumentar a resiliência de entidades críticas face a catástrofes naturais e de origem humana, abrangendo cenários híbridos.",climate; environment,74,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
pt2030-8104,SIID - I&D Empresarial - Operações em Copromoção (Rede de Fornecedores Inovadores),COMPETE2030,2026-06-30,2026-09-30,"€1,800,000",Portugal 2030,https://portugal2030.pt/plano-anual-de-avisos/#aviso-8104,"",Entidades públicas; Entidades privadas,"",FEDER · Alentejo | AML | Norte | Algarve | Centro,"Aviso Portugal 2030 para RSO1.1 - Promover a investigação e a inovação; FEDER; Alentejo | AML | Norte | Algarve | Centro. Consultar o plano oficial para confirmar condições, documentação e candidatura.",digital_public_services,71,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
eui-call-for-project-development-assistance-projects,Call for Project Development Assistance Projects,European Urban Initiative,,,"€6,000,000",European Urban Initiative,https://portico.urban-initiative.eu/urban-panorama/circular-cities-and-regions-initiative,https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/horizon/wp-call/2023-2024/wp-9-food-bioeconomy-natural-resources-agriculture-and-environment_horizon-2023-2024_en.pdf,"Local/regional authorities, utilities and services, industry, etc",Confirm partnership requirements in the official call.,Open · &nbsp; grant Funding support :&nbsp; EUR 6.00 million Find out more,"By Circular Cities and Regions Initiative Circular Cities and Regions Initiative’s project development assistance (CCRI-PDA) will  help selected project promoters to develop their circular economy proposals at local and regional scale by bringing together the technical, economic and legal expertise.   Local/regional authorities, utilities and services, industry, etc.",community_development; environment,70,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo por confirmar
pt2030-7931,Ações de sensibilização e campanhas,PESSOAS2030,2026-09-01,2026-12-31,"€2,165,523",Portugal 2030,https://portugal2030.pt/aviso-2024/acoes-de-sensibilizacao-e-campanhas/,"",Entidades públicas,"",FSE+ · Algarve | Norte | Centro | AML | Alentejo,"Aviso Portugal 2030 para ESO4.8 - Inclusão ativa e empregabilidade; FSE+; Algarve | Norte | Centro | AML | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7954,Formação Avançada,PESSOAS2030,2026-09-01,2026-12-31,"€40,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/formacao-avancada/,"",Entidades públicas,"",FSE+ · AML | Norte | Algarve | Centro | Alentejo,"Aviso Portugal 2030 para ESO4.6 - Sistemas de educação e formação inclusivos e de qualidade; FSE+; AML | Norte | Algarve | Centro | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7909,Tratamento em Estações de Tratamento de Águas Residuais (ETAR) para produção de Água para Reutilização (ApR),SUSTENTAVEL2030,2026-09-01,2027-09-30,"€30,000,000",Portugal 2030,https://portugal2030.pt/aviso-2024/tratamento-em-estacoes-de-tratamento-de-aguas-residuais-etar-para-producao-de-agua-para-reutilizacao-apr/,"",Entidades públicas,"",FC · Alentejo | AML | Centro | Algarve | Norte,"Aviso Portugal 2030 para RSO2.5 - Gestão sustentável da água; FC; Alentejo | AML | Centro | Algarve | Norte. Consultar o plano oficial para confirmar condições, documentação e candidatura.",environment,68,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-8058,Reinstalação e admissão por motivos humanitários 2023-2026,FAMI2030,2026-05-01,2026-06-30,"€4,662,000",Portugal 2030,https://portugal2030.pt/aviso-2024/reinstalacao-e-admissao-por-motivos-humanitarios-2023-2026/,"",Entidades públicas,"",FAMI · Centro | AML | Norte | Alentejo | RAA | RAM | Algarve,"Aviso Portugal 2030 para HSO9.4 - Solidariedade; FAMI; Centro | AML | Norte | Alentejo | RAA | RAM | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",66,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, tem prazo próximo.",Prazo ultrapassado
pt2030-8057,Regressos voluntários e reintegração nos países de origem,FAMI2030,2026-06-01,2026-07-31,"€3,044,924",Portugal 2030,https://portugal2030.pt/aviso-2024/regressos-voluntarios-e-reintegracao-nos-paises-de-origem/,"",Entidades públicas; Entidades privadas,"",FAMI · Norte | Extra-Regio NUTS II | RAM | RAA | Alentejo | AML | Centro | Algarve,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; Norte | Extra-Regio NUTS II | RAM | RAA | Alentejo | AML | Centro | Algarve. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",66,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, tem prazo próximo.",Prazo ultrapassado
eu-ft-life-2026-cet-empower,Scaling up smart and clean energy solutions for affordability in EU cities,LIFE,2026-04-20,,"",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-cet-empower,"",Municípios ou autoridades locais,"","",O programa LIFE financia iniciativas focadas na escalabilidade de soluções de energia limpa e inteligente para promover a acessibilidade económica em cidades da União Europeia. O objetivo é apoiar municípios e autoridades locais na implementação de tecnologias sustentáveis para reduzir custos energéticos.,community_development,60,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo por confirmar
pt2030-8055,Oficiais de ligação de imigração,FAMI2030,2027-01-01,2027-04-30,"€717,529",Portugal 2030,https://portugal2030.pt/aviso-2024/oficiais-de-ligacao-de-imigracao/,"",Entidades públicas,"",FAMI · Extra-Regio NUTS II,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; Extra-Regio NUTS II. Consultar o plano oficial para confirmar condições, documentação e candidatura.",inclusion,60,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, incide em temas relevantes para políticas locais.",Prazo com margem
pt2030-7926,Estudos e Avaliações do Plano Global de Avaliação do Portugal 2030 | 2027-2029,PAT2030,2026-06-15,2026-07-31,"€1,500,000",Portugal 2030,https://portugal2030.pt/aviso-2024/estudos-e-avaliacoes-do-plano-global-de-avaliacao-do-portugal-2030-2027-2029/,"",Entidades públicas,"",FEDER · Extra-Regio NUTS II,"Aviso Portugal 2030 para TASO7.1 - Assistência técnica; FEDER; Extra-Regio NUTS II. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",58,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem prazo próximo.",Prazo ultrapassado
pt2030-7965,Funcionamento de CIT multifunções e espaços equiparados,FAMI2030,2026-09-01,2026-12-31,"€5,895,000",Portugal 2030,https://portugal2030.pt/aviso-2024/funcionamento-de-cit-multifuncoes-e-espacos-equiparados/,"",Entidades públicas,"",FAMI · RAM | Norte | Algarve | Centro | AML | RAA | Alentejo,"Aviso Portugal 2030 para HSO9.3 - Voltar; FAMI; RAM | Norte | Algarve | Centro | AML | RAA | Alentejo. Consultar o plano oficial para confirmar condições, documentação e candidatura.","",58,A investigar,"Esta oportunidade é relevante porque aceita autarquias ou entidades públicas como candidatas, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa.",Prazo com margem
eu-ft-horizon-miss-2026-02-cancer-07,Improve the Quality of Life of older cancer patients,Horizon Europe,2026-02-10,2026-09-15,"€25,000,000 total; até €6,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-02-cancer-07,"","","","","O programa Horizonte Europa visa financiar projetos focados na melhoria da qualidade de vida de pacientes oncológicos seniores. Esta oportunidade, inserida na Missão Cancro, dispõe de um orçamento global de 25 milhões de euros.",accessibility; inclusion; mobility,57,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
lisboa2030-2023-12,"Infraestruturas do ensino pré-escolar, básico e secundário - ITI AML",LISBOA2030,2023-12-29,2026-12-31,"€20,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2023-12,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2F2abe319d-9aa5-4ac8-b92d-7fb18e7ae3b6%2Fac09602e-a99d-41b4-83a6-38a5b9ef22c3,"","",LISBOA2030-2023-12,"O aviso Lisboa 2030 apoia a criação ou qualificação de equipamentos escolares (pré-escolar, básico e secundário) na região NUTS II Lisboa. O objetivo é combater falhas de cobertura e sobreocupação através de investimentos em infraestruturas educativas, financiados por FEDER com uma taxa máxima de 40%. As candidaturas são analisadas mensalmente até ao final do período definido no aviso.",community_development; mobility; public_space,56,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
lisboa2030-2024-23,Reabilitação e regeneração urbanas_ ITI AML,LISBOA2030,2024-03-06,2026-12-31,"€12,000,000",Portugal 2030,https://lisboa.portugal2030.pt/avisos/#aviso-lisboa2030-2024-23,https://lisboa.portugal2030.pt/wp-json/avisos/download?container=siag-prod-container&path=avisos%2F2025%2F7%2Fe5b2c406-4002-4d7c-82b0-d1b810a17fad%2Fb31a3a64-0b69-4bf9-a71c-25cc0ac3101b,"","",LISBOA2030-2024-23,"O aviso Lisboa 2030 visa apoiar a regeneração urbana e a competitividade na Área Metropolitana de Lisboa. As ações incluem a qualificação de espaços públicos, reabilitação de edifícios, criação de equipamentos culturais ou de inovação e regeneração de espaços obsoletos para novas atividades económicas, em alinhamento com a estratégia regional S3 Lisboa.",community_development; mobility; public_space,56,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, tem incidência territorial em Lisboa ou na Área Metropolitana de Lisboa, incide em temas relevantes para políticas locais.",Prazo com margem
eu-ft-erasmus-sport-2026-eu-awards-inclusion,#BeActive-EU-SPORT-AWARDS – Inclusion,Erasmus+,2026-06-30,2026-09-17,"€25,000 total",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/erasmus-sport-2026-eu-awards-inclusion,"","","","","O prémio #BeActive EU Sport Awards na categoria de Inclusão, inserido no programa Erasmus+, visa distinguir projetos e iniciativas que promovam a inclusão social através do desporto.",equality; inclusion; volunteering,55,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, incide em temas relevantes para políticas locais, tem prazo próximo.",Prazo muito próximo
eu-ft-horizon-cl3-2026-01-bm-02,Accessible and available travel facilitation,Horizon Europe,2026-05-06,2026-11-05,"€8,000,000 total; até €4,000,000/projeto",EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-01-bm-02,"","",O texto da oportunidade indica requisitos de consórcio ou parceria; confirmar no aviso oficial.,"","O programa Horizonte Europa financia projetos focados na facilitação de viagens acessíveis e disponíveis. Com um orçamento total de 8 milhões de euros, a iniciativa visa melhorar a mobilidade, sendo necessário verificar o aviso oficial para detalhes sobre a elegibilidade e os requisitos de parceria exigidos.",accessibility; equality; mobility,53,A investigar,"Esta oportunidade é relevante porque a elegibilidade das autarquias deve ser confirmada, incide em temas relevantes para políticas locais, tem janela de preparação curta.",Prazo próximo
